"图层",X 坐标,"Y 坐标","内容"
"停车位",2351.455,"2547.7821","302220"
"停车位",2351.46,"2547.7821","302221"
"停车位",2351.4649,"2547.7821","302222"
"停车位",2351.4698,"2547.7821","302223"
"停车位",2351.4746,"2547.7821","302224"
"停车位",2351.4796,"2547.7821","302225"
"停车位",2351.4844,"2547.7822","302226"
"停车位",2351.5195,"2547.7822","302229"
"停车位",2351.5243,"2547.7823","302230"
"停车位",2351.5293,"2547.7823","302231"
"停车位",2351.5341,"2547.7822","302232"
"停车位",2351.5391,"2547.7823","302233"
"停车位",2351.544,"2547.7822","302234"
"停车位",2351.5875,"2547.7823","302237"
"停车位",2351.5924,"2547.7822","302238"
"停车位",2351.597,"2547.7822","302239"
"停车位",2351.602,"2547.7822","302240"
"停车位",2351.6069,"2547.7823","302241"
"停车位",2351.6121,"2547.7823","302242"
"停车位",2351.6168,"2547.7823","302243"
"停车位",2351.6218,"2547.7823","302244"
"停车位",2351.5491,"2547.7822","302235"
"停车位",2351.6263,"2547.7823","302245"
"停车位",2350.4574,"2550.8207","307001"
"停车位",2350.454,"2550.8163","307002"
"停车位",2350.4505,"2550.8118","307003"
"停车位",2350.447,"2550.8072","307004"
"停车位",2350.4436,"2550.8029","307005"
"停车位",2350.4401,"2550.7984","307006"
"停车位",2350.4366,"2550.7938","307007"
"停车位",2350.4331,"2550.7895","307008"
"停车位",2350.4296,"2550.7849","307009"
"停车位",2350.4262,"2550.7805","307010"
"停车位",2350.4228,"2550.7761","307011"
"停车位",2350.4193,"2550.7716","307012"
"停车位",2350.4159,"2550.7669","307013"
"停车位",2350.4131,"2550.7624","307014"
"停车位",2350.4109,"2550.7574","307015"
"停车位",2350.4088,"2550.7522","307016"
"停车位",2350.4072,"2550.747","307017"
"停车位",2350.4058,"2550.7417","307018"
"停车位",2350.4047,"2550.7362","307019"
"停车位",2350.4037,"2550.7309","307020"
"停车位",2350.4025,"2550.7253","307021"
"停车位",2350.4014,"2550.7198","307022"
"停车位",2350.4005,"2550.7144","307023"
"停车位",2350.3996,"2550.7088","307024"
"停车位",2350.3989,"2550.7034","307025"
"停车位",2350.3986,"2550.6978","307026"
"停车位",2350.3985,"2550.6924","307027"
"停车位",2350.3984,"2550.6867","307028"
"停车位",2350.3985,"2550.6811","307029"
"停车位",2350.3989,"2550.6758","307030"
"停车位",2350.3994,"2550.6703","307031"
"停车位",2350.4001,"2550.6649","307032"
"停车位",2350.401,"2550.6594","307033"
"停车位",2350.4024,"2550.654","307034"
"停车位",2350.404,"2550.6487","307035"
"停车位",2350.406,"2550.6435","307036"
"停车位",2350.4084,"2550.6384","307037"
"停车位",2350.4103,"2550.6332","307038"
"停车位",2350.4123,"2550.628","307039"
"停车位",2350.4144,"2550.6228","307040"
"停车位",2350.4166,"2550.6176","307041"
"停车位",2350.4186,"2550.6124","307042"
"停车位",2350.4209,"2550.6071","307043"
"停车位",2350.4228,"2550.602","307044"
"停车位",2350.425,"2550.5966","307045"
"停车位",2350.4272,"2550.5914","307046"
"停车位",2350.4291,"2550.5866","307047"
"停车位",2350.4314,"2550.5813","307048"
"停车位",2350.4336,"2550.576","307049"
"停车位",2350.4359,"2550.571","307050"
"停车位",2350.4381,"2550.5657","307051"
"停车位",2350.4406,"2550.5605","307052"
"停车位",2350.443,"2550.5555","307053"
"停车位",2350.4455,"2550.5501","307054"
"停车位",2350.4478,"2550.5453","307055"
"停车位",2350.4502,"2550.5401","307056"
"停车位",2350.4527,"2550.5349","307057"
"停车位",2350.455,"2550.5303","307058"
"停车位",2350.4576,"2550.525","307059"
"停车位",2350.4596,"2550.5196","307060"
"停车位",2350.4614,"2550.5142","307061"
"停车位",2350.4631,"2550.5087","307062"
"停车位",2350.4646,"2550.5037","307063"
"停车位",2350.4656,"2550.4984","307064"
"停车位",2350.4665,"2550.4923","307065"
"停车位",2350.4672,"2550.4869","307066"
"停车位",2350.4676,"2550.4815","307067"
"停车位",2350.4679,"2550.4761","307068"
"停车位",2350.4679,"2550.4702","307069"
"停车位",2350.4676,"2550.4647","307070"
"停车位",2350.4672,"2550.4591","307071"
"停车位",2350.4664,"2550.4535","307072"
"停车位",2350.4655,"2550.4479","307073"
"停车位",2350.4642,"2550.4423","307074"
"停车位",2350.4629,"2550.4368","307075"
"停车位",2350.4615,"2550.4315","307076"
"停车位",2350.4595,"2550.4261","307077"
"停车位",2350.4575,"2550.4209","307078"
"停车位",2350.4546,"2550.4156","307079"
"停车位",2350.4525,"2550.4108","307080"
"停车位",2350.4498,"2550.4058","307081"
"停车位",2350.4469,"2550.4009","307082"
"停车位",2350.4439,"2550.3961","307083"
"停车位",2350.4405,"2550.3916","307084"
"停车位",2350.4371,"2550.3871","307085"
"停车位",2350.4336,"2550.3829","307086"
"停车位",2350.4299,"2550.3783","307087"
"停车位",2350.4264,"2550.3741","307088"
"停车位",2350.423,"2550.3697","307089"
"停车位",2350.4195,"2550.3653","307090"
"停车位",2350.4158,"2550.361","307091"
"停车位",2350.4124,"2550.3566","307092"
"停车位",2350.4088,"2550.3523","307093"
"停车位",2350.405,"2550.3481","307094"
"停车位",2350.4014,"2550.3435","307095"
"停车位",2350.3981,"2550.3393","307096"
"停车位",2350.3943,"2550.3347","307097"
"停车位",2350.391,"2550.3307","307098"
"停车位",2350.3872,"2550.3261","307099"
"停车位",2350.3838,"2550.3219","307100"
"停车位",2350.38,"2550.3174","307101"
"停车位",2350.3766,"2550.3132","307102"
"停车位",2350.3587,"2550.2914","307103"
"停车位",2350.3551,"2550.287","307104"
"停车位",2350.3516,"2550.2829","307105"
"停车位",2350.3478,"2550.2781","307106"
"停车位",2350.3445,"2550.274","307107"
"停车位",2350.3406,"2550.2695","307108"
"停车位",2350.3371,"2550.2654","307109"
"停车位",2350.3336,"2550.261","307110"
"停车位",2350.3298,"2550.2565","307111"
"停车位",2350.3265,"2550.2523","307112"
"停车位",2350.3228,"2550.2478","307113"
"停车位",2350.3193,"2550.2437","307114"
"停车位",2350.3158,"2550.2393","307115"
"停车位",2350.3121,"2550.2347","307116"
"停车位",2350.3086,"2550.2306","307117"
"停车位",2350.3049,"2550.2261","307118"
"停车位",2350.3015,"2550.2219","307119"
"停车位",2350.2626,"2550.1747","307120"
"停车位",2350.2594,"2550.1707","307121"
"停车位",2350.2557,"2550.1661","307122"
"停车位",2350.2521,"2550.1617","307123"
"停车位",2350.2487,"2550.1575","307124"
"停车位",2350.2449,"2550.1529","307125"
"停车位",2350.2414,"2550.1487","307126"
"停车位",2350.2379,"2550.1445","307127"
"停车位",2350.2341,"2550.1399","307128"
"停车位",2350.2307,"2550.1357","307129"
"停车位",2350.2271,"2550.1312","307130"
"停车位",2350.2235,"2550.127","307131"
"停车位",2350.22,"2550.1226","307132"
"停车位",2350.2162,"2550.1181","307133"
"停车位",2350.2128,"2550.1138","307134"
"停车位",2350.2091,"2550.1093","307135"
"停车位",2350.2056,"2550.1053","307136"
"停车位",2350.2021,"2550.1009","307137"
"停车位",2350.1984,"2550.0963","307138"
"停车位",2350.1952,"2550.092","307139"
"停车位",2350.1915,"2550.0875","307140"
"停车位",2350.1881,"2550.0833","307141"
"停车位",2350.1844,"2550.0789","307142"
"停车位",2350.1805,"2550.0743","307143"
"停车位",2350.1773,"2550.0702","307144"
"停车位",2350.1735,"2550.0657","307145"
"停车位",2350.17,"2550.0615","307146"
"停车位",2350.1664,"2550.0569","307147"
"停车位",2350.1627,"2550.0524","307148"
"停车位",2350.1598,"2550.0485","307149"
"停车位",2350.1564,"2550.0441","307150"
"停车位",2350.1526,"2550.0394","307151"
"停车位",2350.1493,"2550.0352","307152"
"停车位",2350.1792,"2550.0227","307153"
"停车位",2350.1835,"2550.0278","307154"
"停车位",2350.1864,"2550.0319","307155"
"停车位",2350.1905,"2550.0367","307156"
"停车位",2350.1935,"2550.0407","307157"
"停车位",2350.1975,"2550.0455","307158"
"停车位",2350.2005,"2550.0496","307159"
"停车位",2350.2044,"2550.0542","307160"
"停车位",2350.2076,"2550.0585","307161"
"停车位",2350.2113,"2550.0631","307162"
"停车位",2350.2146,"2550.0672","307163"
"停车位",2350.2185,"2550.0718","307164"
"停车位",2350.2218,"2550.0761","307165"
"停车位",2350.2253,"2550.0809","307166"
"停车位",2350.2287,"2550.085","307167"
"停车位",2350.2324,"2550.0897","307168"
"停车位",2350.2359,"2550.094","307169"
"停车位",2350.2397,"2550.0986","307170"
"停车位",2350.243,"2550.1029","307171"
"停车位",2350.2466,"2550.1073","307172"
"停车位",2350.2501,"2550.1118","307173"
"停车位",2350.2538,"2550.1162","307174"
"停车位",2350.257,"2550.1205","307175"
"停车位",2350.2606,"2550.1252","307176"
"停车位",2350.2639,"2550.1293","307177"
"停车位",2350.2673,"2550.134","307178"
"停车位",2350.271,"2550.1382","307179"
"停车位",2350.2744,"2550.1428","307180"
"停车位",2350.2781,"2550.1471","307181"
"停车位",2350.2818,"2550.1517","307182"
"停车位",2350.2851,"2550.156","307183"
"停车位",2350.2889,"2550.1604","307184"
"停车位",2350.2922,"2550.1646","307185"
"停车位",2350.2961,"2550.1691","307186"
"停车位",2350.2994,"2550.1733","307187"
"停车位",2350.3029,"2550.1778","307188"
"停车位",2350.3063,"2550.182","307189"
"停车位",2350.3104,"2550.1865","307190"
"停车位",2350.3138,"2550.1908","307191"
"停车位",2350.3177,"2550.1955","307192"
"停车位",2350.3209,"2550.1995","307193"
"停车位",2350.3246,"2550.204","307194"
"停车位",2350.3281,"2550.2083","307195"
"停车位",2350.3317,"2550.2128","307196"
"停车位",2350.3352,"2550.217","307197"
"停车位",2350.3389,"2550.2214","307198"
"停车位",2350.3425,"2550.2256","307199"
"停车位",2350.346,"2550.2303","307200"
"停车位",2350.3497,"2550.2346","307201"
"停车位",2350.3536,"2550.2391","307202"
"停车位",2350.3569,"2550.2432","307203"
"停车位",2350.3608,"2550.2478","307204"
"停车位",2350.3642,"2550.2522","307205"
"停车位",2350.3676,"2550.2565","307206"
"停车位",2350.3712,"2550.2607","307207"
"停车位",2350.3746,"2550.2652","307208"
"停车位",2350.3783,"2550.2694","307209"
"停车位",2350.3824,"2550.2741","307210"
"停车位",2350.3985,"2550.2938","307211"
"停车位",2350.4021,"2550.2983","307212"
"停车位",2350.4057,"2550.3025","307213"
"停车位",2350.4097,"2550.3072","307214"
"停车位",2350.4131,"2550.3116","307215"
"停车位",2350.4169,"2550.3161","307216"
"停车位",2350.4203,"2550.3201","307217"
"停车位",2350.4237,"2550.3246","307218"
"停车位",2350.4274,"2550.3288","307219"
"停车位",2350.4312,"2550.3334","307220"
"停车位",2350.4346,"2550.3375","307221"
"停车位",2350.4383,"2550.342","307222"
"停车位",2350.4417,"2550.3459","307223"
"停车位",2350.4454,"2550.3506","307224"
"停车位",2350.4488,"2550.3549","307225"
"停车位",2350.4524,"2550.3595","307226"
"停车位",2350.4558,"2550.3635","307227"
"停车位",2350.4594,"2550.3681","307228"
"停车位",2350.4628,"2550.3725","307229"
"停车位",2350.4665,"2550.377","307230"
"停车位",2350.4699,"2550.3817","307231"
"停车位",2350.4728,"2550.3864","307232"
"停车位",2350.4757,"2550.3913","307233"
"停车位",2350.4784,"2550.3961","307234"
"停车位",2350.4811,"2550.4008","307235"
"停车位",2350.4838,"2550.406","307236"
"停车位",2350.4859,"2550.4111","307237"
"停车位",2350.4882,"2550.4164","307238"
"停车位",2350.49,"2550.4216","307239"
"停车位",2350.4915,"2550.4271","307240"
"停车位",2350.4929,"2550.4325","307241"
"停车位",2350.494,"2550.438","307242"
"停车位",2350.4952,"2550.4435","307243"
"停车位",2350.4963,"2550.449","307244"
"停车位",2350.4971,"2550.4545","307245"
"停车位",2350.4976,"2550.4601","307246"
"停车位",2350.4981,"2550.4659","307247"
"停车位",2350.4982,"2550.4715","307248"
"停车位",2350.4981,"2550.4771","307249"
"停车位",2350.4977,"2550.4827","307250"
"停车位",2350.4972,"2550.4884","307251"
"停车位",2350.4966,"2550.494","307252"
"停车位",2350.4959,"2550.4994","307253"
"停车位",2350.4951,"2550.5049","307254"
"停车位",2350.494,"2550.5105","307255"
"停车位",2350.4927,"2550.5159","307256"
"停车位",2350.4911,"2550.5213","307257"
"停车位",2350.4894,"2550.5261","307258"
"停车位",2350.4874,"2550.5316","307259"
"停车位",2350.4853,"2550.5364","307260"
"停车位",2350.4831,"2550.5422","307261"
"停车位",2350.4809,"2550.547","307262"
"停车位",2350.4786,"2550.552","307263"
"停车位",2350.4763,"2550.5576","307264"
"停车位",2350.474,"2550.5622","307265"
"停车位",2350.4714,"2550.5675","307266"
"停车位",2350.4692,"2550.5725","307267"
"停车位",2350.4666,"2550.5775","307268"
"停车位",2350.4646,"2550.5826","307269"
"停车位",2350.4621,"2550.5878","307270"
"停车位",2350.4599,"2550.5929","307271"
"停车位",2350.4574,"2550.5982","307272"
"停车位",2350.4551,"2550.6031","307273"
"停车位",2350.4527,"2550.6079","307274"
"停车位",2350.4504,"2550.6127","307275"
"停车位",2350.4482,"2550.6179","307276"
"停车位",2350.4456,"2550.6228","307277"
"停车位",2350.4432,"2550.6282","307278"
"停车位",2350.4409,"2550.6335","307279"
"停车位",2350.4387,"2550.6391","307280"
"停车位",2350.4368,"2550.6441","307281"
"停车位",2350.4353,"2550.6492","307282"
"停车位",2350.4334,"2550.655","307283"
"停车位",2350.4323,"2550.66","307284"
"停车位",2350.4312,"2550.6656","307285"
"停车位",2350.4303,"2550.6711","307286"
"停车位",2350.4297,"2550.6765","307287"
"停车位",2350.4294,"2550.682","307288"
"停车位",2350.4293,"2550.6875","307289"
"停车位",2350.4295,"2550.693","307290"
"停车位",2350.4297,"2550.6986","307291"
"停车位",2350.4304,"2550.704","307292"
"停车位",2350.4313,"2550.7093","307293"
"停车位",2350.4324,"2550.7148","307294"
"停车位",2350.4335,"2550.7203","307295"
"停车位",2350.4347,"2550.7257","307296"
"停车位",2350.4363,"2550.731","307297"
"停车位",2350.4383,"2550.7363","307298"
"停车位",2350.4406,"2550.7413","307299"
"停车位",2350.4428,"2550.7464","307300"
"停车位",2350.4454,"2550.7515","307301"
"停车位",2350.4476,"2550.7564","307302"
"停车位",2350.4505,"2550.7611","307303"
"停车位",2350.4538,"2550.7657","307304"
"停车位",2350.4571,"2550.7701","307305"
"停车位",2350.4605,"2550.7745","307306"
"停车位",2350.464,"2550.7789","307307"
"停车位",2350.4677,"2550.7836","307308"
"停车位",2350.4818,"2550.8025","307309"
"停车位",2347.6838,"2551.2146","209001"
"停车位",2347.6836,"2551.2086","209002"
"停车位",2347.6834,"2551.2026","209003"
"停车位",2347.682,"2551.1668","209004"
"停车位",2347.6818,"2551.161","209005"
"停车位",2347.6816,"2551.1548","209006"
"停车位",2347.6815,"2551.149","209007"
"停车位",2347.6814,"2551.143","209008"
"停车位",2347.6812,"2551.1372","209009"
"停车位",2347.681,"2551.1312","209010"
"停车位",2347.6809,"2551.1254","209011"
"停车位",2347.6808,"2551.1195","209012"
"停车位",2347.6806,"2551.1136","209013"
"停车位",2347.6805,"2551.1077","209014"
"停车位",2347.6803,"2551.1018","209015"
"停车位",2347.6802,"2551.0959","209016"
"停车位",2347.6798,"2551.09","209017"
"停车位",2347.6798,"2551.0839","209018"
"停车位",2347.6795,"2551.0782","209019"
"停车位",2347.6793,"2551.0725","209020"
"停车位",2347.6778,"2551.0336","209021"
"停车位",2347.6778,"2551.0277","209022"
"停车位",2347.6775,"2551.0217","209023"
"停车位",2347.6772,"2551.0158","209024"
"停车位",2347.677,"2551.0099","209025"
"停车位",2347.6768,"2551.0041","209026"
"停车位",2347.693,"2551.0112","209027"
"停车位",2347.6933,"2551.0171","209028"
"停车位",2347.6934,"2551.0229","209029"
"停车位",2347.6935,"2551.0289","209030"
"停车位",2347.6938,"2551.0349","209031"
"停车位",2347.6941,"2551.0407","209032"
"停车位",2347.6942,"2551.0466","209033"
"停车位",2347.6945,"2551.0527","209034"
"停车位",2347.6949,"2551.0584","209035"
"停车位",2347.6949,"2551.0645","209036"
"停车位",2347.6953,"2551.0702","209037"
"停车位",2347.6954,"2551.0761","209038"
"停车位",2347.6956,"2551.0819","209039"
"停车位",2347.6957,"2551.0879","209040"
"停车位",2347.6965,"2551.1042","209041"
"停车位",2347.6966,"2551.1098","209042"
"停车位",2347.6967,"2551.1157","209043"
"停车位",2347.6971,"2551.1214","209044"
"停车位",2347.6972,"2551.1275","209045"
"停车位",2347.6975,"2551.1332","209046"
"停车位",2347.6977,"2551.1392","209047"
"停车位",2347.6978,"2551.1451","209048"
"停车位",2347.6979,"2551.1511","209049"
"停车位",2347.698,"2551.157","209050"
"停车位",2347.6983,"2551.1628","209051"
"停车位",2347.6982,"2551.1688","209052"
"停车位",2347.6984,"2551.1745","209053"
"停车位",2347.6986,"2551.1805","209054"
"停车位",2347.6987,"2551.1862","209055"
"停车位",2359.4826,"2551.2319","501001"
"停车位",2359.4842,"2551.2377","501002"
"停车位",2359.4856,"2551.2432","501003"
"停车位",2359.487,"2551.2487","501004"
"停车位",2359.4886,"2551.2541","501005"
"停车位",2359.4901,"2551.2598","501006"
"停车位",2359.4915,"2551.2652","501007"
"停车位",2359.493,"2551.2706","501008"
"停车位",2359.4943,"2551.2761","501009"
"停车位",2359.4958,"2551.2816","501010"
"停车位",2359.4974,"2551.2873","501011"
"停车位",2359.4988,"2551.2928","501012"
"停车位",2359.5003,"2551.2982","501013"
"停车位",2359.5018,"2551.3037","501014"
"停车位",2359.5033,"2551.3091","501015"
"停车位",2359.5265,"2551.396","501016"
"停车位",2359.5278,"2551.4015","501017"
"停车位",2359.5293,"2551.407","501018"
"停车位",2359.5308,"2551.4124","501019"
"停车位",2359.5324,"2551.4179","501020"
"停车位",2359.5339,"2551.4237","501021"
"停车位",2359.5353,"2551.4291","501022"
"停车位",2359.5367,"2551.4345","501023"
"停车位",2359.5383,"2551.4402","501024"
"停车位",2359.5396,"2551.4455","501025"
"停车位",2359.5411,"2551.451","501026"
"停车位",2359.5427,"2551.4565","501027"
"停车位",2359.5441,"2551.4622","501028"
"停车位",2359.5457,"2551.4677","501029"
"停车位",2359.5469,"2551.4731","501030"
"停车位",2359.5484,"2551.4785","501031"
"停车位",2359.55,"2551.4841","501032"
"停车位",2359.5514,"2551.4897","501033"
"停车位",2359.5528,"2551.4951","501034"
"停车位",2359.5543,"2551.5006","501035"
"停车位",2359.5558,"2551.5062","501036"
"停车位",2359.5573,"2551.5116","501037"
"停车位",2359.5588,"2551.5171","501038"
"停车位",2359.5604,"2551.5225","501039"
"停车位",2359.562,"2551.5281","501040"
"停车位",2359.5638,"2551.5335","501041"
"停车位",2359.5655,"2551.5389","501042"
"停车位",2359.5671,"2551.5445","501043"
"停车位",2359.5688,"2551.55","501044"
"停车位",2359.5705,"2551.5552","501045"
"停车位",2359.5724,"2551.5607","501046"
"停车位",2359.5908,"2551.6111","501048"
"停车位",2359.5929,"2551.6166","501049"
"停车位",2359.595,"2551.6218","501050"
"停车位",2359.597,"2551.627","501051"
"停车位",2359.5992,"2551.6323","501052"
"停车位",2359.6016,"2551.6375","501053"
"停车位",2359.6039,"2551.6428","501054"
"停车位",2359.6062,"2551.6478","501055"
"停车位",2359.6086,"2551.6532","501056"
"停车位",2359.6109,"2551.6584","501057"
"停车位",2359.6133,"2551.6635","501058"
"停车位",2359.6158,"2551.6686","501059"
"停车位",2359.6182,"2551.6738","501060"
"停车位",2359.6231,"2551.6841","501062"
"停车位",2359.6207,"2551.679","501061"
"停车位",2359.6256,"2551.6893","501063"
"停车位",2359.628,"2551.6943","501064"
"停车位",2359.6306,"2551.6994","501065"
"停车位",2359.6334,"2551.7044","501066"
"停车位",2359.6361,"2551.7096","501067"
"停车位",2359.6387,"2551.7146","501068"
"停车位",2359.6413,"2551.7196","501069"
"停车位",2359.6441,"2551.7246","501070"
"停车位",2359.6469,"2551.7294","501071"
"停车位",2359.6498,"2551.7343","501072"
"停车位",2359.6526,"2551.7393","501073"
"停车位",2359.6555,"2551.7443","501074"
"停车位",2359.6582,"2551.7492","501075"
"停车位",2359.661,"2551.7541","501076"
"停车位",2359.6639,"2551.7591","501077"
"停车位",2359.6669,"2551.7642","501078"
"停车位",2359.6697,"2551.769","501079"
"停车位",2359.6724,"2551.7741","501080"
"停车位",2359.6753,"2551.779","501081"
"停车位",2359.6782,"2551.7839","501082"
"停车位",2359.6811,"2551.7887","501083"
"停车位",2359.6841,"2551.7936","501084"
"停车位",2359.6869,"2551.7984","501085"
"停车位",2359.8007,"2551.9935","501086"
"停车位",2359.8037,"2551.9985","501087"
"停车位",2359.8065,"2552.0033","501088"
"停车位",2359.8094,"2552.0082","501089"
"停车位",2359.8123,"2552.0133","501090"
"停车位",2359.8152,"2552.0181","501091"
"停车位",2359.818,"2552.0229","501092"
"停车位",2359.8209,"2552.028","501093"
"停车位",2359.824,"2552.0329","501094"
"停车位",2359.827,"2552.0376","501095"
"停车位",2359.8301,"2552.0424","501096"
"停车位",2359.8333,"2552.0471","501097"
"停车位",2359.8366,"2552.0518","501098"
"停车位",2359.8399,"2552.0564","501099"
"停车位",2359.8432,"2552.0612","501100"
"停车位",2359.8466,"2552.0657","501101"
"停车位",2359.8499,"2552.0701","501102"
"停车位",2359.8536,"2552.0748","501103"
"停车位",2359.857,"2552.0793","501104"
"停车位",2359.8607,"2552.0836","501105"
"停车位",2359.8641,"2552.0881","501106"
"停车位",2359.8679,"2552.0924","501107"
"停车位",2359.8717,"2552.0966","501108"
"停车位",2359.8756,"2552.101","501109"
"停车位",2359.8793,"2552.105","501110"
"停车位",2359.8833,"2552.1094","501111"
"停车位",2359.8871,"2552.1134","501112"
"停车位",2359.8911,"2552.1176","501113"
"停车位",2359.8952,"2552.1217","501114"
"停车位",2359.8991,"2552.1257","501115"
"停车位",2359.903,"2552.1297","501116"
"停车位",2359.9071,"2552.1338","501117"
"停车位",2359.9111,"2552.1379","501118"
"停车位",2359.9151,"2552.142","501119"
"停车位",2359.919,"2552.146","501120"
"停车位",2359.923,"2552.1501","501121"
"停车位",2359.927,"2552.1541","501122"
"停车位",2359.931,"2552.1582","501123"
"停车位",2359.9351,"2552.1622","501124"
"停车位",2359.9392,"2552.1663","501125"
"停车位",2359.9432,"2552.1703","501126"
"停车位",2359.9472,"2552.1743","501127"
"停车位",2359.9513,"2552.1784","501128"
"停车位",2359.9551,"2552.1824","501129"
"停车位",2359.9595,"2552.1867","501130"
"停车位",2359.9632,"2552.1906","501131"
"停车位",2359.9672,"2552.1946","501132"
"停车位",2359.9712,"2552.1987","501133"
"停车位",2359.9753,"2552.2027","501134"
"停车位",2359.9792,"2552.2068","501135"
"停车位",2359.9831,"2552.2109","501136"
"停车位",2359.9871,"2552.2149","501137"
"停车位",2359.9912,"2552.219","501138"
"停车位",2359.9951,"2552.2231","501139"
"停车位",2359.9991,"2552.2272","501140"
"停车位",2360.0031,"2552.2313","501141"
"停车位",2360.1178,"2552.3477","501142"
"停车位",2360.1217,"2552.3517","501143"
"停车位",2360.1257,"2552.3558","501144"
"停车位",2360.1296,"2552.3599","501145"
"停车位",2360.1337,"2552.364","501146"
"停车位",2360.1375,"2552.368","501147"
"停车位",2360.1417,"2552.3721","501148"
"停车位",2360.1456,"2552.3761","501149"
"停车位",2360.1496,"2552.38","501150"
"停车位",2360.1537,"2552.3839","501151"
"停车位",2360.1578,"2552.388","501152"
"停车位",2360.1619,"2552.3919","501153"
"停车位",2360.1663,"2552.3957","501154"
"停车位",2360.1706,"2552.3994","501155"
"停车位",2360.1747,"2552.4033","501156"
"停车位",2360.1788,"2552.4072","501157"
"停车位",2360.1831,"2552.4112","501158"
"停车位",2360.1871,"2552.415","501159"
"停车位",2360.3722,"2552.5074","501160"
"停车位",2360.3783,"2552.509","501161"
"停车位",2360.3839,"2552.5103","501162"
"停车位",2360.3894,"2552.5117","501163"
"停车位",2360.395,"2552.5128","501164"
"停车位",2360.4006,"2552.5139","501165"
"停车位",2360.4062,"2552.5151","501166"
"停车位",2360.4118,"2552.5162","501167"
"停车位",2360.4173,"2552.5172","501168"
"停车位",2360.423,"2552.5184","501169"
"停车位",2360.4285,"2552.5194","501170"
"停车位",2360.4342,"2552.5204","501171"
"停车位",2360.4396,"2552.5215","501172"
"停车位",2360.4454,"2552.5225","501173"
"停车位",2360.451,"2552.5236","501174"
"停车位",2360.4565,"2552.5246","501175"
"停车位",2360.4621,"2552.5257","501176"
"停车位",2360.4679,"2552.5268","501177"
"停车位",2360.4734,"2552.5279","501178"
"停车位",2360.4788,"2552.5289","501179"
"停车位",2360.4846,"2552.53","501180"
"停车位",2360.4902,"2552.531","501181"
"停车位",2360.4959,"2552.5322","501182"
"停车位",2360.5015,"2552.5333","501183"
"停车位",2360.5069,"2552.5343","501184"
"停车位",2360.5126,"2552.5354","501185"
"停车位",2360.5182,"2552.5364","501186"
"停车位",2360.5237,"2552.5375","501187"
"停车位",2360.5293,"2552.5385","501188"
"停车位",2360.535,"2552.5396","501189"
"停车位",2360.5405,"2552.5406","501190"
"停车位",2360.5463,"2552.5417","501191"
"停车位",2360.5518,"2552.5427","501192"
"停车位",2360.5574,"2552.5438","501193"
"停车位",2360.5628,"2552.5448","501194"
"停车位",2360.5686,"2552.5459","501195"
"停车位",2360.5742,"2552.5469","501196"
"停车位",2360.5799,"2552.548","501197"
"停车位",2360.5853,"2552.5491","501198"
"停车位",2360.5911,"2552.5501","501199"
"停车位",2360.6897,"2552.5676","501200"
"停车位",2360.6959,"2552.568","501201"
"停车位",2360.7016,"2552.5683","501202"
"停车位",2360.7074,"2552.5685","501203"
"停车位",2360.7131,"2552.5686","501204"
"停车位",2360.7186,"2552.5686","501205"
"停车位",2360.7243,"2552.5684","501206"
"停车位",2360.7301,"2552.5684","501207"
"停车位",2360.7358,"2552.5681","501208"
"停车位",2360.7886,"2552.5602","501209"
"停车位",2360.7941,"2552.5589","501210"
"停车位",2360.7998,"2552.5572","501211"
"停车位",2360.8051,"2552.5556","501212"
"停车位",2360.8105,"2552.5539","501213"
"停车位",2360.8158,"2552.552","501214"
"停车位",2360.8213,"2552.5501","501215"
"停车位",2360.8266,"2552.548","501216"
"停车位",2360.832,"2552.5459","501217"
"停车位",2360.8371,"2552.5439","501218"
"停车位",2360.8422,"2552.5416","501219"
"停车位",2360.8569,"2552.5345","501220"
"停车位",2360.862,"2552.5317","501221"
"停车位",2360.867,"2552.529","501222"
"停车位",2360.8719,"2552.5261","501223"
"停车位",2360.8769,"2552.5235","501224"
"停车位",2360.8818,"2552.5204","501225"
"停车位",2360.8864,"2552.5173","501226"
"停车位",2360.9158,"2552.4984","501227"
"停车位",2360.9207,"2552.4953","501228"
"停车位",2360.9255,"2552.4923","501229"
"停车位",2360.9303,"2552.4891","501230"
"停车位",2359.7684,"2551.7697","502001"
"停车位",2359.7732,"2551.7666","502002"
"停车位",2359.7782,"2551.7636","502003"
"停车位",2359.7832,"2551.7605","502004"
"停车位",2359.7878,"2551.7576","502005"
"停车位",2359.7927,"2551.7546","502006"
"停车位",2359.7976,"2551.7515","502007"
"停车位",2359.8025,"2551.7485","502008"
"停车位",2359.8964,"2551.69","502009"
"停车位",2359.9013,"2551.6871","502010"
"停车位",2359.9062,"2551.684","502011"
"停车位",2359.911,"2551.681","502012"
"停车位",2359.9158,"2551.6779","502013"
"停车位",2359.9209,"2551.6748","502014"
"停车位",2359.9254,"2551.6718","502015"
"停车位",2359.9302,"2551.6689","502016"
"停车位",2359.935,"2551.6658","502017"
"停车位",2359.9398,"2551.6628","502018"
"停车位",2359.9448,"2551.6599","502019"
"停车位",2359.9497,"2551.6568","502020"
"停车位",2359.9555,"2551.664","502021"
"停车位",2359.9505,"2551.6673","502022"
"停车位",2359.9458,"2551.6702","502023"
"停车位",2359.9409,"2551.6733","502024"
"停车位",2359.9361,"2551.6761","502025"
